Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,Source,FootNote,Nature,Units,[Age],[Bounds],[Cities],[Disability status],[Hazard type],[IHR Capacity],[Location],[Migratory status],[Name of international institution],[Name of non-communicable disease],[Quantile],[Reporting Type],[Sex],[Type of occupation],[Type of product]
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","203","Czechia","2016","<0.3","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","204","Benin","2016","1.1","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","208","Denmark","2016","<0.1","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","231","Ethiopia","2016","21.9","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","276","Germany","2016","<2","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","288","Ghana","2016","1.7","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","320","Guatemala","2016","2.6","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","356","India","2016","195.9","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","360","Indonesia","2016","20.2","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","372","Ireland","2016","<0.1","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","376","Israel","2016","<0.2","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","404","Kenya","2016","11.7","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","426","Lesotho","2016","0.3","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","430","Liberia","2016","1.8","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","454","Malawi","2016","4.8","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","508","Mozambique","2016","8.8","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","516","Namibia","2016","0.6","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","520","Nauru","2016","NA","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","566","Nigeria","2016","21.5","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","598","Papua New Guinea","2016","NA","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","620","Portugal","2016","<0.3","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","624","Guinea-Bissau","2016","0.5","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","710","South Africa","2016","3.4","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","716","Zimbabwe","2016","7.5","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","722","Small island developing States (SIDS)","2016","11.4","2016","FAO, Statistics Division","","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","722","Small island developing States (SIDS)","2017","11.4","2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","724","Spain","2016","<1.2","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","728","South Sudan","2016","NA","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","729","Sudan","2016","10","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","760","Syrian Arab Republic","2016","NA","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","762","Tajikistan","2016","NA","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","764","Thailand","2016","6.2","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","768","Togo","2016","1.2","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","772","Tokelau","2016","NA","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","776","Tonga","2016","NA","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","800","Uganda","2016","17.2","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","834","United Republic of Tanzania","2016","17.8","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","876","Wallis and Futuna Islands","2016","NA","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"2","2.1","2.1.1","SN_ITK_DEFCN","Number of undernourish people (millions)","894","Zambia","2016","7.4","2015-2017","FAO, Statistics Division","Estimates are based on projected values","E","NUM_M","","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","20","Andorra","2016","11.28772","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","72","Botswana","2016","8.36178","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","76","Brazil","2016","7.76886","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","104","Myanmar","2016","4.7689","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","120","Cameroon","2016","8.88983","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","140","Central African Republic","2016","3.29424","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","148","Chad","2016","1.54707","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","156","China","2016","7.19702","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","178","Congo","2016","7.81682","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","180","Democratic Republic of the Congo","2016","2.56594","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","202","Sub-Saharan Africa","2016","6.47852","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","203","Czechia","2016","14.40352","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","204","Benin","2016","3.02375","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","208","Denmark","2016","10.37872","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","231","Ethiopia","2016","2.84672","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","276","Germany","2016","13.38189","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","288","Ghana","2016","2.65284","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","320","Guatemala","2016","2.44532","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","356","India","2016","5.66429","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","360","Indonesia","2016","0.77465","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","372","Ireland","2016","12.99883","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","376","Israel","2016","3.83833","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","404","Kenya","2016","3.35668","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","426","Lesotho","2016","5.03332","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","430","Liberia","2016","5.76167","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","454","Malawi","2016","3.65728","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","508","Mozambique","2016","2.39306","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","516","Namibia","2016","9.80735","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","520","Nauru","2016","6.01076","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","566","Nigeria","2016","13.38404","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","598","Papua New Guinea","2016","1.17003","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","620","Portugal","2016","12.28271","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","624","Guinea-Bissau","2016","4.75149","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","710","South Africa","2016","9.25975","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","716","Zimbabwe","2016","4.79448","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","722","Small island developing States (SIDS)","2016","4.84174","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","724","Spain","2016","9.99657","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","729","Sudan","2016","0.5","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","760","Syrian Arab Republic","2016","0.31535","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","762","Tajikistan","2016","3.28033","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","764","Thailand","2016","8.29748","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","768","Togo","2016","3.0818","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","776","Tonga","2016","1.52203","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","800","Uganda","2016","9.46322","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","834","United Republic of Tanzania","2016","9.38454","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"3","3.5","3.5.2","SH_ALC_CONSPT","Alcohol consumption per capita (aged 15 years and older) within a calendar year (litres of pure alcohol)","894","Zambia","2016","4.84252","","WHO Global Information System on Alcohol and Health (GISAH), 2018","","G","LTPUREAL","15+","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","20","Andorra","2016",">95","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","20","Andorra","2017",">95","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","72","Botswana","2016","58","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","72","Botswana","2017","59","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","76","Brazil","2016",">95","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","76","Brazil","2017",">95","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","104","Myanmar","2016","19","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","104","Myanmar","2017","20","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","120","Cameroon","2016","24","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","120","Cameroon","2017","25","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","140","Central African Republic","2016","<5","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","140","Central African Republic","2017","<5","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","148","Chad","2016","<5","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","148","Chad","2017","<5","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","156","China","2016","58","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","156","China","2017","58","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","178","Congo","2016","24","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","178","Congo","2017","25","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","180","Democratic Republic of the Congo","2016","<5","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","180","Democratic Republic of the Congo","2017","<5","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","202","Sub-Saharan Africa","2016","13","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","202","Sub-Saharan Africa","2017","14","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","203","Czechia","2016",">95","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","203","Czechia","2017",">95","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","204","Benin","2016","6","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","204","Benin","2017","6","2017","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
"7","7.1","7.1.2","EG_EGY_CLEAN","Proportion of population with primary reliance on clean fuels and technology (%)","208","Denmark","2016",">95","2016","Global Health Observatory (GHO), World Health Organisation (WHO).","","E","PERCENT","","","","","","","","","","","","G","","",""
